,Team,Chassis,Engine,Tires,{{Tooltip|No.|Car number}},Driver(s),Rounds,Season,Round(s),Drivers,,#,No,Tire,Ref(s),,No.
7,[[Arrow McLaren]],,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|GBR}} [[Callum Ilott]],,2024,"1, 5, NC",,,,,,"<ref>{{Cite web |title=David Malukas likely to miss St. Pete following surgery on dislocated wrist |url=https://www.indystar.com/story/sports/motor/2024/02/14/indycar-david-malukas-miss-st-pete-surgery-dislocated-wrist-replacement-unclear/72582231007/ |access-date=February 14, 2024 |website=The Indianapolis Star |language=en-US}}</ref><ref name=""IlottSub"">{{cite web|url=https://racer.com/2024/03/05/ilott-to-stand-in-for-injured-malukas-at-st-petersburg/|title=Ilott to stand in for injured Malukas at St Petersburg|first=Marshall|last=Pruett|date=March 5, 2024|accessdate=March 5, 2024|website=racer.com|publisher=Racer Media & Marketing, Inc.}}</ref><ref name=""Ilott Indy"">{{Cite web |date=May 13, 2024 |title=Full Indy 500 entry list as Ilott announced in fourth McLaren |url=https://www.the-race.com/indycar/full-indy-500-entry-list-ilott-joins-mclaren/ |access-date=May 13, 2024 |website=The Race |language=en}}</ref>",,6
8,[[Arrow McLaren]],,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|FRA}} [[Théo Pourchaire]] {{Color box|orange|R|border=silver}},,2024,"2–4, 6–7",,,,,,"<ref name=""PourchaireLongBeach"">{{cite web|url=https://www.motorsport.com/indycar/news/pourchaire-indycar-debut-arrow-mclaren/10600135/|title=Pourchaire to make IndyCar debut for Arrow McLaren|first=Joey|last=Barnes|date=April 18, 2024|accessdate=April 18, 2024|website=motorsport.com|publisher=Motorsport Network LLC}}</ref><ref name=""PourchaireBarber"">{{cite web |url=https://racer.com/2024/04/23/pourchaire-secures-mclaren-return-for-barber/ |title=Pourchaire secures McLaren return for Barber |website=RACER |last=Pruett |first=Marshall |date=April 23, 2024 |access-date=April 23, 2024}}</ref><ref name=""McLarenPourchaire"">{{cite web |url=https://www.motorsport.com/indycar/news/arrow-mclaren-confirms-pourchaire-for-rest-of-2024-minus-indy-500/10608881/ |title=Arrow McLaren confirms Pourchaire for rest of 2024, minus Indy 500 |website=[[Motorsport.com]] |publisher=[[Motorsport Network]] |last=Barnes |first=Joey |date=May 9, 2024 |access-date=May 9, 2024}}</ref>",,6
9,[[Arrow McLaren]],,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|USA}} [[Nolan Siegel]] {{Color box|orange|R|border=silver}},,2024,8–17,,,,,,"<ref name=""SiegelMcLaren"">{{cite web |url=https://www.mclaren.com/racing/indycar/2024/arrow-mclaren-signs-nolan-siegel-to-multiyear-contract-set-to-race-laguna-seca-onward/ |title=ARROW McLAREN SIGNS NOLAN SIEGEL TO MULTIYEAR CONTRACT, SET TO RACE LAGUNA SECA ONWARD |website=McLaren |date=June 18, 2024 |access-date=June 18, 2024}}</ref>",,6
10,[[Arrow McLaren]],,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|USA}} [[Alexander Rossi]],,2024,"All{{refn|group=N|Practiced for round 12, but withdrew from the event due to a broken right thumb.}}",,,,,,"<ref name=""McLarenRossi"">{{cite web |date=June 2, 2022 |title=Rossi confirmed for Arrow McLaren SP move in 2023 |url=https://racer.com/2022/06/02/rossi-confirmed-for-arrow-mclaren-sp-move-in-2023/ |access-date=August 3, 2022 |work=racer.com}}</ref><ref name=""RossiTorontoInjury"" />",,7
11,[[Arrow McLaren]],,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|FRA}} [[Théo Pourchaire]] {{Color box|orange|R|border=silver}},,2024,12,,,,,,"<ref name=""RossiTorontoInjury"">{{cite web |last1=Pruett |first1=Marshall |title=Rossi out for Toronto after injuring hand in Friday practice crash |url=https://racer.com/2024/07/19/rossi-out-for-toronto-after-injuring-hand-in-friday-practice-crash/ |website=RACER |access-date=19 July 2024 |date=19 July 2024}}</ref><ref name=""PourchaireToronto"">{{cite web |url=https://www.indycar.com/News/2024/07/07-20-Theo-Replace |title=Pourchaire replacing injured Rossi in Toronto |website=IndyCar.com |last=Cavin |first=Curt |date=July 20, 2024 |access-date=July 20, 2024}}</ref>",,7
12,[[Arrow McLaren]]/[[Rick Hendrick]],,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|USA}} [[Kyle Larson]] {{Color box|orange|R|border=silver}},,2024,5,,,,,,"<ref name=""LarsonMcLaren-Hendrick"">{{cite web |last1=Malsher-Lopez |first1=David |date=January 12, 2023 |title=Kyle Larson to race for McLaren-Hendrick in 2024 Indy 500 |url=https://www.autosport.com/indycar/news/kyle-larson-to-race-for-mclaren-hendrick-in-2024-indy-500/10420076/ |access-date=July 4, 2023 |website=www.autosport.com |language=en}}</ref>",,17
13,[[Chip Ganassi Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|CYM}} [[Kyffin Simpson]] {{Color box|orange|R|border=silver}},,2024,All,,,,,,"<ref name=""SimpsonCGR"">{{Cite web |title=Chip Ganassi Racing promotes development driver Kyffin Simpson, will run 5 cars in 2024 |url=https://www.indystar.com/story/sports/motor/2023/09/18/indycar-chip-ganassi-racing-kyffin-simpson-fifth-full-time-car-2024/70889128007/ |access-date=September 18, 2023 |website=The Indianapolis Star |language=en-US}}</ref><ref>{{cite web |last1=Wood |first1=Ida |title=What you should know about IndyCar's new driver and his case for a seat |url=https://formulascout.com/what-you-should-know-about-indycars-new-driver-and-his-case-for-a-seat/111450 |website=Formula Scout |date=September 19, 2023 |quote=""...Simpson added, before confirming that he is set to race under a Cayman Islands licence next year.""}}</ref>",,4
14,[[Chip Ganassi Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|SWE}} [[Linus Lundqvist]] {{Color box|orange|R|border=silver}},,2024,All,,,,,,"<ref name=""LinusCGR"">{{cite web |last1=Pruett |first1=Marshall |title=Ganassi confirms Lundqvist for 2024 IndyCar season |url=https://racer.com/2023/08/31/lundqvist-joins-ganassi-for-2024-indycar-season/ |website=RACER |access-date=August 31, 2023 |date=August 31, 2023}}</ref><ref name=""CGR8"">{{cite web |url=https://www.indycar.com/news/2023/11/11-27-lundqvist-legion |title=Lundqvist to drive No. 8 American Legion Honda in 2024 |website=IndyCar.com |date=November 27, 2023 |access-date=November 27, 2023}}</ref>",,8
15,[[Chip Ganassi Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|NZL}} [[Scott Dixon]],,2024,All,,,,,,"<ref name=""CGR2024norush"">{{cite web |last1=Pruett |first1=Marshall |title=Ganassi in no rush to lock down 2024 IndyCar drivers |url=https://racer.com/2023/07/31/ganassi-in-no-rush-to-lock-down-2024-indycar-drivers/ |website=RACER |access-date=August 1, 2023 |date=July 31, 2023}}</ref>",,9
16,[[Chip Ganassi Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|ESP}} [[Álex Palou]],,2024,All,,,,,,"<ref name=""ArmstrongCGR""/><ref name=""Palou1"">{{cite web |last1=Bradley|first1=Charles|title=IndyCar champ Palou sets sights on 2024 Indy 500, could race #1 |url=https://www.autosport.com/indycar/news/indycar-champ-palou-sets-sights-on-2024-indy-500-could-race-1/10519141/ |website=Autosport|access-date=September 12, 2023 |date=September 12, 2023}}</ref>",,10
17,[[Chip Ganassi Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|NZL}} [[Marcus Armstrong]],,2024,All,,,,,,"<ref name=""ArmstrongCGR"">{{cite web |last1=Pruett |first1=Marshall |title=Armstrong signs multi-year IndyCar deal with Ganassi |url=https://racer.com/2023/09/07/armstrong-signs-multi-year-indycar-deal-with-ganassi/ |website=RACER |access-date=September 7, 2023 |date=September 7, 2023}}</ref>",,11
18,[[Dale Coyne Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|GBR}} [[Jack Harvey (racing driver)|Jack Harvey]],,2024,"{{nowrap|1–4, 6–11, 13–17{{refn|group=N|Practiced and qualified for round 11, but withdrew from the race due to severe neck spasms.}}}}",,,,,,"<ref name=""Coyne""/><ref name=""DCRLongBeach"">{{Cite web |title=Dale Coyne Racing adds Long Beach to Jack Harvey's 2024 IndyCar racing slate |url=https://www.indystar.com/story/sports/motor/2024/04/15/indycar-dale-coyne-racing-adds-jack-harvey-grand-prix-long-beach/73327800007/ |access-date=April 15, 2024 |website=The Indianapolis Star |language=en-US}}</ref>",,18
19,[[Dale Coyne Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|USA}} [[Nolan Siegel]] {{Color box|orange|R|border=silver}},,2024,"5, NC",,,,,,"<ref name=""Coyne"">{{cite web |last1=Brown |first1=Nathan |title=Dale Coyne Racing names Jack Harvey, Nolan Siegel, Colin Braun to 2024 IndyCar lineup |url=https://www.indystar.com/story/sports/motor/2024/03/05/indycar-dale-coyne-racing-2024-drivers-jack-harvey-nolan-siegel-colin-braun-st-pete/72849192007/ |website=The Indianapolis Star |access-date=March 5, 2024}}</ref>",,18
20,[[Dale Coyne Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|USA}} [[Conor Daly]],,2024,11,,,,,,"<ref name=""Daly DCR"">{{cite news|first=Marshall|last=Pruett|url=https://racer.com/2024/07/14/daly-to-sub-for-harvey-in-iowa-race-2/|title=Daly to sub for Harvey in Iowa Race 2|work=[[Racer (magazine)|Racer]]|publisher=Racer Media & Marketing Inc.|date=July 14, 2024|accessdate=July 14, 2024}}</ref>",,18
21,[[Dale Coyne Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|NZL}} [[Hunter McElrea]] {{Color box|orange|R|border=silver}},,2024,12,,,,,,"<ref name=""McElrea DCR"">{{cite news|first=Marshall|last=Pruett|url=https://racer.com/2024/07/16/mcelrea-to-make-indycar-debut-with-coyne-in-toronto/|title=McElrea to make IndyCar debut with Coyne in Toronto|work=[[Racer (magazine)|Racer]]|publisher=Racer Media & Marketing Inc.|date=July 16, 2024|accessdate=July 16, 2024}}</ref>",,18
22,[[Dale Coyne Racing]] with [[Rick Ware Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|USA}} [[Colin Braun]] {{Color box|orange|R|border=silver}},,2024,"1, NC",,,,,,"<ref name=""Coyne"" />",,51
23,[[Dale Coyne Racing]] with [[Rick Ware Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|USA}} [[Nolan Siegel]] {{Color box|orange|R|border=silver}},,2024,2,,,,,,"<ref name=""DCRLongBeach""/>",,51
24,[[Dale Coyne Racing]] with [[Rick Ware Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|ITA}} [[Luca Ghiotto]] {{Color box|orange|R|border=silver}},,2024,"3–4, 7–8",,,,,,"<ref name=""Ghiotto"">{{cite web |last1=Glendenning |first1=Mark |title=Ghiotto to make IndyCar debut with Coyne at Barber |url=https://racer.com/2024/04/25/ghiotto-to-make-indycar-debut-with-coyne-at-barber/ |website=RACER |access-date=April 25, 2024 |date=April 25, 2024}}</ref><ref name=""Ghiotto RALS"">{{cite news|first=Marshall|last=Pruett|url=https://racer.com/2024/06/04/ghiotto-gets-coyne-call-up-for-road-america-laguna-seca/|title=Ghiotto gets Coyne call-up for Road America, Laguna Seca|work=[[Racer (magazine)|Racer]]|publisher=Racer Media & Marketing Inc.|date=June 4, 2024|accessdate=June 4, 2024}}</ref>",,51
25,[[Dale Coyne Racing]] with [[Rick Ware Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|GBR}} [[Katherine Legge]],,2024,"5, 10–11, 13, 15–17",,,,,,"<ref name=""Legge"" /><ref name=""Legge Iowa"">{{cite news|first=Joey|last=Barnes|url=https://www.autosport.com/indycar/news/legge-returns-for-dale-coyne-racing-at-iowa-indycar-double-header/10633481/|title=Legge returns for Dale Coyne Racing at Iowa IndyCar double-header|work=[[Autosport]]|publisher=[[Motorsport Network]]|date=July 9, 2024|accessdate=July 14, 2024}}</ref><ref>{{cite web|author=Kevin Dejewski |date=10 September 2024 |language=en |title=Dale Coyne Racing confirms Legge's return for IndyCar season finale |url=https://www.motorsportweek.com/2024/09/10/dale-coyne-racing-confirms-legges-return-for-indycar-season-finale/ |website=MotorsportWeek}}<!-- auto-translated from French by Module:CS1 translator --></ref>",,51
26,[[Dale Coyne Racing]] with [[Rick Ware Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|FRA}} [[Tristan Vautier]],,2024,6,,,,,,"<ref name=""DCRVautier""/>",,51
27,[[Dale Coyne Racing]] with [[Rick Ware Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|GBR}} [[Toby Sowery]] {{Color box|orange|R|border=silver}},,2024,"9, 12, 14",,,,,,"<ref name=""SoweryMidOhio"">{{cite web |url=https://racer.com/2024/06/26/sowery-to-make-indycar-debut-with-dale-coyne-racing-at-mid-ohio/ |title=Sowery to make IndyCar debut with Dale Coyne Racing at Mid-Ohio |website=RACER |publisher=Racer Media & Marketing, Inc. |last=Pruett |first=Marshall |access-date=June 26, 2024 |date=June 26, 2024}}</ref><ref name=""SoweryTOR+POR"">{{Cite web |url=https://formulascout.com/dale-coyne-racing-keeps-sowery-in-indycar-line-up-for-two-more-races/121562 |title=Dale Coyne Racing keeps Sowery in IndyCar line-up for two more races |website=Formula Scout |last=Wood |first=Ida |date=July 17, 2024 |access-date=July 17, 2024}}</ref>",,51
28,[[Dreyer & Reinbold Racing|DRR]]-[[Cusick Motorsports]],,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|USA}} [[Ryan Hunter-Reay]],,2024,5,,,,,,"<ref name=""DRR"">{{cite web |url=https://www.indycar.com/News/2024/02/02-01-DRR-Indy-IC |title=Hunter-Reay, Daly To Drive For DRR/CUSICK In Indy 500 |website=IndyCar.com |date=February 1, 2024 |access-date=February 1, 2024}}</ref>",,23
29,[[Dreyer & Reinbold Racing|DRR]]-[[Cusick Motorsports]],,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|USA}} [[Conor Daly]],,2024,5,,,,,,"<ref name=""DRR"" />",,24
30,[[Ed Carpenter Racing]],,[[Chevrolet Indy V6|Chevrolet]],,,{{nowrap|{{flagicon|DNK}} [[Christian Rasmussen (racing driver)|Christian Rasmussen]] {{Color box|orange|R|border=silver}}}},,2024,"1–4, 6–9, 12, 14–17, NC",,,,,,"<ref name=""RasmussenFS"">{{cite web |last1=Wood |first1=Ida |title=Indy Nxt champion Christian Rasmussen gets IndyCar seat with ECR |url=https://formulascout.com/indy-nxt-champion-christian-rasmussen-gets-indycar-seat-with-ecr/112673 |website=Formula Scout |access-date=October 25, 2023 |date=October 25, 2023}}</ref>",,20
31,[[Ed Carpenter Racing]],,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|USA}} [[Ed Carpenter (racing driver)|Ed Carpenter]],,2024,"5, 10–11, 13",,,,,,"<ref name=""ECR20""/>",,20
32,[[Ed Carpenter Racing]],,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|NLD}} [[Rinus VeeKay]],,2024,All,,,,,,"<ref>{{cite web |last1=Brown |first1=Nathan |title=Rinus VeeKay signs new multi-year deal with Ed Carpenter Racing |url=https://www.indystar.com/story/sports/motor/2022/08/04/indycar-rinus-veekay-ed-carpenter-racing-announce-new-multi-year-deal-silly-season/65392094007/ |access-date=July 8, 2023 |website=The Indianapolis Star}}</ref>",,21
33,[[Ed Carpenter Racing]],,[[Chevrolet Indy V6|Chevrolet]],,,{{nowrap|{{flagicon|DNK}} [[Christian Rasmussen (racing driver)|Christian Rasmussen]] {{Color box|orange|R|border=silver}}}},,2024,5,,,,,,"<ref name=""ECR20"">{{Cite web |title=Rasmussen to Race Partial Schedule for ECR in 2024 |url=https://www.indycar.com/news/2023/10/10-25-rasmussen-ecr |access-date=October 25, 2023 |website=IndyCar.com}}</ref>",,33
34,"[[Juncos Hollinger Racing]]{{refn|group=N|""Strategic alliance"" with [[Arrow McLaren]] from rounds 1 to 6.<ref name=""StrategicAllianceEnd""/>}}",,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|FRA}} [[Romain Grosjean]],,2024,All,,,,,,"<ref name=""McLarenJuncos"">{{cite web |date=November 2, 2023 |title=Grosjean To Drive for Juncos Hollinger in 2024 |url=https://www.indycar.com/news/2023/11/11-02-grosjean-jhr |access-date=November 2, 2023 |website=www.indycar.come |language=en}}</ref>",,77
35,"[[Juncos Hollinger Racing]]{{refn|group=N|""Strategic alliance"" with [[Arrow McLaren]] from rounds 1 to 6.<ref name=""StrategicAllianceEnd""/>}}",,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|ARG}} [[Agustín Canapino]],,2024,"1–6, 8–12, NC",,,,,,"<ref>{{Cite web |title=Juncos Hollinger Extends Canapino for 2024 Drive |url=https://www.indycar.com/News/2023/10/10-18-Canapino-2024 |access-date=October 18, 2023 |website=IndyCar.com}}</ref>",,78
36,"[[Juncos Hollinger Racing]]{{refn|group=N|""Strategic alliance"" with [[Arrow McLaren]] from rounds 1 to 6.<ref name=""StrategicAllianceEnd""/>}}",,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|USA}} [[Nolan Siegel]] {{Color box|orange|R|border=silver}},,2024,7,,,,,,"<ref name=""CanapinoRoadAmerica"">{{cite web |last1=Pruett |first1=Marshall |title=Siegel to replace Canapino at JHR for Road America |url=https://racer.com/2024/06/07/siegel-to-replace-canapino-at-jhr-for-road-america/ |website=RACER |access-date=June 7, 2024 |date=June 7, 2024}}</ref>",,78
37,"[[Juncos Hollinger Racing]]{{refn|group=N|""Strategic alliance"" with [[Arrow McLaren]] from rounds 1 to 6.<ref name=""StrategicAllianceEnd""/>}}",,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|USA}} [[Conor Daly]],,2024,13–17,,,,,,"<ref name=""JHRDaly"">{{cite web |url=https://www.speedsport.com/indycar/conor-daly-joins-juncos-hollinger-for-remainder-of-season/ |title=Conor Daly Joins Juncos Hollinger For Remainder Of Season |website=Speed Sport |date=August 14, 2024 |access-date=August 14, 2024}}</ref>",,78
38,[[Meyer Shank Racing]] with [[Curb Agajanian Performance Group|Curb-Agajanian]]{{refn|name=MSR|group=N|Technical partnership with [[Andretti Global]].}},,[[Honda Indy V6|Honda]],,,{{flagicon|BRA}} [[Hélio Castroneves]],,2024,5,,,,,,"<ref name=""MSRTomBlomHelio"">{{cite web |last1=Pruett |first1=Marshall |title=Blomqvist gets full-time MSR IndyCar drive for 2024 as Castroneves goes Indy 500-only |url=https://racer.com/2023/08/11/blomqvist-gets-full-time-msr-indycar-drive-for-2024-as-castroneves-goes-indy-500-only/ |website=RACER |date=August 11, 2023}}</ref>",,06
39,"[[Meyer Shank Racing]]{{refn|name=MSR|group=""N""}}",,[[Honda Indy V6|Honda]],,,{{flagicon|SWE}} [[Felix Rosenqvist]],,2024,All,,,,,,"<ref name=""RosenqvistMSR"">{{Cite web|url=https://racer.com/2023/09/05/rosenqvist-signs-multiyear-indycar-deal-with-meyer-shank-racing/|title=Rosenqvist signs multiyear IndyCar deal with Meyer Shank Racing|last=Pruett|first=Marshall|website=Racer.com|date=September 5, 2023}}</ref>",,60
40,"[[Meyer Shank Racing]]{{refn|name=MSR|group=""N""}}",,[[Honda Indy V6|Honda]],,,{{flagicon|GBR}} [[Tom Blomqvist]] {{Color box|orange|R|border=silver}},,2024,"1–5, NC",,,,,,"<ref name=""MSRTomBlomHelio""/>",,66
41,"[[Meyer Shank Racing]]{{refn|name=MSR|group=""N""}}",,[[Honda Indy V6|Honda]],,,{{flagicon|BRA}} [[Hélio Castroneves]],,2024,6–7,,,,,,"<ref name=""MSRHelio66"">{{cite web |last1=Dejweski |first1=Kevin |title=Castroneves takes over Blomqvist's ride for next two IndyCar rounds |url=https://www.motorsportweek.com/2024/05/29/castroneves-takes-over-blomqvists-ride-for-next-two-indycar-rounds/ |website=Motorsport Week |date=May 29, 2024 |access-date=May 29, 2024}}</ref>",,66
42,"[[Meyer Shank Racing]]{{refn|name=MSR|group=""N""}}",,[[Honda Indy V6|Honda]],,,{{flagicon|USA}} [[David Malukas]],,2024,8–17,,,,,,"<ref name=""MalukasShank"">{{cite web |last1=Pruett |first1=Marshall |title=Malukas joins Meyer Shank Racing, starting at Laguna Seca |url=https://racer.com/2024/06/07/malukas-joins-meyer-shank-racing-starting-at-laguna-seca/ |website=RACER |access-date=June 7, 2024 |date=June 7, 2024}}</ref>",,66
43,[[Rahal Letterman Lanigan Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|USA}} [[Graham Rahal]],,2024,All,,,,,,"<ref>{{cite web |url=https://www.autosport.com/indycar/news/graham-rahal-signs-multi-year-deal-to-remain-with-rahal-letterman-lanigan/10546092/ |title=Rahal signs multi-year deal to remain with Rahal Letterman Lanigan |last=Barnes |first=Joey  |work=[[Autosport]] |access-date=November 13, 2023 |date=November 13, 2023}}</ref>",,15
44,[[Rahal Letterman Lanigan Racing]],,[[Honda Indy V6|Honda]],,,{{flagicon|BRA}} [[Pietro Fittipaldi]],,2024,All,,,,,,"<ref>{{Cite web |last=alison |first=markus |date=October 23, 2023 |title=Pietro Fittipaldi To Drive The No. 30 Entry For Rahal Letterman Lanigan Racing In The 2024 NTT INDYCAR SERIES Season |url=https://rahal.com/pietro-fittipaldi-to-drive-the-no-30-entry-for-rahal-letterman-lanigan-racing-in-the-2024-ntt-indycar-season/ |access-date=October 23, 2023 |website=Rahal Letterman Lanigan |language=en-US}}</ref><ref name=""PietroRLL""/>",,30
